date,taiex_close,taiex_drawdown,asset,asset_source
2019-10-16,11162.83,-0.008022671066043152,17.88121795654297,0050 Yahoo adjusted close
2019-10-17,11186.88,-0.0058854841017284,17.89137077331543,0050 Yahoo adjusted close
2019-10-18,11180.22,-0.00647732049184635,17.850772857666016,0050 Yahoo adjusted close
2019-10-21,11184.15,-0.006128083703083043,17.830474853515625,0050 Yahoo adjusted close
2019-10-22,11271.25,0.0,18.00299644470215,0050 Yahoo adjusted close
2019-10-23,11239.67,-0.002801818786736132,17.95225715637207,0050 Yahoo adjusted close
2019-10-24,11320.14,0.0,18.023290634155273,0050 Yahoo adjusted close
2019-10-25,11296.12,-0.00212188188485285,18.023290634155273,0050 Yahoo adjusted close
2019-10-28,11315.02,-0.00045229122608014816,18.104480743408203,0050 Yahoo adjusted close
2019-10-29,11333.87,0.0,18.15522003173828,0050 Yahoo adjusted close
2019-10-30,11380.28,0.0,18.236408233642578,0050 Yahoo adjusted close
2019-10-31,11358.71,-0.001895383944859108,18.287151336669922,0050 Yahoo adjusted close
2019-11-01,11399.53,0.0,18.287151336669922,0050 Yahoo adjusted close
2019-11-04,11556.85,0.0,18.7133731842041,0050 Yahoo adjusted close
2019-11-05,11644.03,0.0,18.855451583862305,0050 Yahoo adjusted close
2019-11-06,11653.07,0.0,18.94679069519043,0050 Yahoo adjusted close
2019-11-07,11606.56,-0.003991222913790171,18.845304489135742,0050 Yahoo adjusted close
2019-11-08,11579.54,-0.006309925195677968,18.784414291381836,0050 Yahoo adjusted close
2019-11-11,11427.28,-0.019376009926997728,18.500263214111328,0050 Yahoo adjusted close
2019-11-12,11520.37,-0.011387557098687218,18.672780990600586,0050 Yahoo adjusted close
2019-11-13,11467.83,-0.015896240218242874,18.5611515045166,0050 Yahoo adjusted close
2019-11-14,11450.42,-0.017390267114159585,18.551002502441406,0050 Yahoo adjusted close
2019-11-15,11525.6,-0.01093874832983921,18.733671188354492,0050 Yahoo adjusted close
2019-11-18,11599.78,-0.0045730438416656805,18.855451583862305,0050 Yahoo adjusted close
2019-11-19,11656.4,0.0,18.997529983520508,0050 Yahoo adjusted close
2019-11-20,11631.2,-0.0021619024741771353,18.926490783691406,0050 Yahoo adjusted close
2019-11-21,11558.27,-0.008418551182183154,18.774267196655273,0050 Yahoo adjusted close
2019-11-22,11566.8,-0.007686764352630382,18.784414291381836,0050 Yahoo adjusted close
2019-11-25,11561.58,-0.00813458700799563,18.794559478759766,0050 Yahoo adjusted close
2019-11-26,11576.82,-0.0068271507498026685,18.845304489135742,0050 Yahoo adjusted close
2019-11-27,11647.46,-0.0007669606396486506,18.916339874267578,0050 Yahoo adjusted close
2019-11-28,11617.08,-0.0033732541779623038,18.865598678588867,0050 Yahoo adjusted close
2019-11-29,11489.57,-0.014312309117737843,18.57130241394043,0050 Yahoo adjusted close
2019-12-02,11502.83,-0.013174736625373162,18.68292999267578,0050 Yahoo adjusted close
2019-12-03,11531.58,-0.01070828042963523,18.68292999267578,0050 Yahoo adjusted close
2019-12-04,11510.47,-0.012519302700662371,18.611892700195312,0050 Yahoo adjusted close
2019-12-05,11594.65,-0.005297518959541558,18.855451583862305,0050 Yahoo adjusted close
2019-12-06,11609.64,-0.0040115301465289965,18.885896682739258,0050 Yahoo adjusted close
2019-12-09,11660.77,0.0,19.007673263549805,0050 Yahoo adjusted close
2019-12-10,11627.84,-0.0028239987582295845,18.875747680664062,0050 Yahoo adjusted close
2019-12-11,11700.77,0.0,19.027969360351562,0050 Yahoo adjusted close
2019-12-12,11836.42,0.0,19.45419692993164,0050 Yahoo adjusted close
2019-12-13,11927.73,0.0,19.667312622070312,0050 Yahoo adjusted close
2019-12-16,11939.77,0.0,19.657161712646484,0050 Yahoo adjusted close
2019-12-17,12097.01,0.0,19.9210147857666,0050 Yahoo adjusted close
2019-12-18,12122.45,0.0,19.931167602539062,0050 Yahoo adjusted close
2019-12-19,12018.9,-0.008542002647979663,19.819536209106445,0050 Yahoo adjusted close
2019-12-20,11959.08,-0.013476648697251847,19.677453994750977,0050 Yahoo adjusted close
2019-12-23,12022.23,-0.008267305701405325,19.718055725097656,0050 Yahoo adjusted close
2019-12-24,11976.38,-0.012049544440274174,19.728199005126953,0050 Yahoo adjusted close
2019-12-25,12008.13,-0.009430436916630036,19.758647918701172,0050 Yahoo adjusted close
2019-12-26,12001.01,-0.010017776934530653,19.758647918701172,0050 Yahoo adjusted close
2019-12-27,12091.59,-0.002545690021406588,19.890573501586914,0050 Yahoo adjusted close
2019-12-30,12053.37,-0.005698518038845246,19.849979400634766,0050 Yahoo adjusted close
2019-12-31,11997.14,-0.010337019331900787,19.677453994750977,0050 Yahoo adjusted close
2020-01-02,12100.48,-0.001812339914786243,19.819536209106445,0050 Yahoo adjusted close
2020-01-03,12110.43,-0.0009915487380851573,19.819536209106445,0050 Yahoo adjusted close
2020-01-06,11953.36,-0.013948500509385453,19.565832138061523,0050 Yahoo adjusted close
2020-01-07,11880.32,-0.01997368518740028,19.504934310913086,0050 Yahoo adjusted close
2020-01-08,11817.1,-0.025188802593535176,19.413606643676758,0050 Yahoo adjusted close
2020-01-09,11970.63,-0.012523870999674336,19.677453994750977,0050 Yahoo adjusted close
2020-01-10,12024.65,-0.0080676760885795,19.74849510192871,0050 Yahoo adjusted close
2020-01-13,12113.42,-0.0007448989271970907,19.890573501586914,0050 Yahoo adjusted close
2020-01-14,12179.81,0.0,20.01235008239746,0050 Yahoo adjusted close
2020-01-15,12091.88,-0.007219324439379671,19.809389114379883,0050 Yahoo adjusted close
2020-01-16,12066.93,-0.009267796459879074,19.74849510192871,0050 Yahoo adjusted close
2020-01-17,12090.29,-0.007349868347699906,19.74849510192871,0050 Yahoo adjusted close
2020-01-20,12118.71,-0.005016498615331488,19.829683303833008,0050 Yahoo adjusted close
