date,open,high,low,close,source,hwm,hwm_date,drawdown
2007-03-30,7884.41,7884.41,7884.41,7884.41,TWSE FMTQIK,10202.2,2000-02-17,-0.22718531297171207
2007-04-02,7884.99,7884.99,7884.99,7884.99,TWSE FMTQIK,10202.2,2000-02-17,-0.22712846248848295
2007-04-03,7932.91,7932.91,7932.91,7932.91,TWSE FMTQIK,10202.2,2000-02-17,-0.22243143635686424
2007-04-04,8004.61,8004.61,8004.61,8004.61,TWSE FMTQIK,10202.2,2000-02-17,-0.21540354041285226
2007-04-09,8056.56,8056.56,8056.56,8056.56,TWSE FMTQIK,10202.2,2000-02-17,-0.21031150144086574
2007-04-10,8048.39,8048.39,8048.39,8048.39,TWSE FMTQIK,10202.2,2000-02-17,-0.21111230910979983
2007-04-11,8084.45,8084.45,8084.45,8084.45,TWSE FMTQIK,10202.2,2000-02-17,-0.207577777342142
2007-04-12,8075.2,8075.2,8075.2,8075.2,TWSE FMTQIK,10202.2,2000-02-17,-0.20848444453157167
2007-04-13,8002.3,8002.3,8002.3,8002.3,TWSE FMTQIK,10202.2,2000-02-17,-0.21562996216502328
2007-04-14,8045.12,8045.12,8045.12,8045.12,TWSE FMTQIK,10202.2,2000-02-17,-0.2114328282135226
2007-04-16,8043.54,8043.54,8043.54,8043.54,TWSE FMTQIK,10202.2,2000-02-17,-0.21158769677128464
2007-04-17,7959.29,7959.29,7959.29,7959.29,TWSE FMTQIK,10202.2,2000-02-17,-0.21984571955068521
2007-04-18,8003.31,8003.31,8003.31,8003.31,TWSE FMTQIK,10202.2,2000-02-17,-0.21553096390974502
2007-04-19,7888.63,7888.63,7888.63,7888.63,TWSE FMTQIK,10202.2,2000-02-17,-0.226771676697183
2007-04-20,7942.67,7942.67,7942.67,7942.67,TWSE FMTQIK,10202.2,2000-02-17,-0.22147477994942277
2007-04-23,8010.46,8010.46,8010.46,8010.46,TWSE FMTQIK,10202.2,2000-02-17,-0.21483013467683443
2007-04-24,8045.01,8045.01,8045.01,8045.01,TWSE FMTQIK,10202.2,2000-02-17,-0.2114436102017212
2007-04-25,7984.65,7984.65,7984.65,7984.65,TWSE FMTQIK,10202.2,2000-02-17,-0.2173599811805298
2007-04-26,8000.04,8000.04,8000.04,8000.04,TWSE FMTQIK,10202.2,2000-02-17,-0.2158514830134678
2007-04-27,7949.42,7949.42,7949.42,7949.42,TWSE FMTQIK,10202.2,2000-02-17,-0.2208131579463254
2007-04-30,7875.42,7875.42,7875.42,7875.42,TWSE FMTQIK,10202.2,2000-02-17,-0.22806649546176316
2007-05-02,7903.04,7903.04,7903.04,7903.04,TWSE FMTQIK,10202.2,2000-02-17,-0.22535923624316334
2007-05-03,7926.66,7926.66,7926.66,7926.66,TWSE FMTQIK,10202.2,2000-02-17,-0.22304404932269517
2007-05-04,8066.06,8066.06,8066.06,8066.06,TWSE FMTQIK,10202.2,2000-02-17,-0.20938032973280274
2007-05-07,8115.27,8115.27,8115.27,8115.27,TWSE FMTQIK,10202.2,2000-02-17,-0.2045568602850366
2007-05-08,8095.84,8095.84,8095.84,8095.84,TWSE FMTQIK,10202.2,2000-02-17,-0.20646135147321165
2007-05-09,8052.7,8052.7,8052.7,8052.7,TWSE FMTQIK,10202.2,2000-02-17,-0.21068985120856298
2007-05-10,8096.86,8096.86,8096.86,8096.86,TWSE FMTQIK,10202.2,2000-02-17,-0.20636137303718816
2007-05-11,8031.54,8031.54,8031.54,8031.54,TWSE FMTQIK,10202.2,2000-02-17,-0.21276391366568004
2007-05-14,8030.56,8030.56,8030.56,8030.56,TWSE FMTQIK,10202.2,2000-02-17,-0.21285997137872226
2007-05-15,7975.03,7975.03,7975.03,7975.03,TWSE FMTQIK,10202.2,2000-02-17,-0.21830291505753674
2007-05-16,7988.57,7988.57,7988.57,7988.57,TWSE FMTQIK,10202.2,2000-02-17,-0.21697575032836058
2007-05-17,8037.96,8037.96,8037.96,8037.96,TWSE FMTQIK,10202.2,2000-02-17,-0.21213463762717855
2007-05-18,8034.14,8034.14,8034.14,8034.14,TWSE FMTQIK,10202.2,2000-02-17,-0.2125090666718943
2007-05-21,8141.59,8141.59,8141.59,8141.59,TWSE FMTQIK,10202.2,2000-02-17,-0.20197702456332955
2007-05-22,8188.63,8188.63,8188.63,8188.63,TWSE FMTQIK,10202.2,2000-02-17,-0.19736625433729982
2007-05-23,8221.79,8221.79,8221.79,8221.79,TWSE FMTQIK,10202.2,2000-02-17,-0.19411597498578737
2007-05-24,8216.41,8216.41,8216.41,8216.41,TWSE FMTQIK,10202.2,2000-02-17,-0.19464331222677467
2007-05-25,8159.97,8159.97,8159.97,8159.97,TWSE FMTQIK,10202.2,2000-02-17,-0.20017545235341405
2007-05-28,8156.82,8156.82,8156.82,8156.82,TWSE FMTQIK,10202.2,2000-02-17,-0.20048420928819288
2007-05-29,8181.49,8181.49,8181.49,8181.49,TWSE FMTQIK,10202.2,2000-02-17,-0.19806610338946506
2007-05-30,8147.34,8147.34,8147.34,8147.34,TWSE FMTQIK,10202.2,2000-02-17,-0.20141342063476508
2007-05-31,8144.95,8144.95,8144.95,8144.95,TWSE FMTQIK,10202.2,2000-02-17,-0.20164768383289888
2007-06-01,8249.9,8249.9,8249.9,8249.9,TWSE FMTQIK,10202.2,2000-02-17,-0.19136068691066643
2007-06-04,8294.79,8294.79,8294.79,8294.79,TWSE FMTQIK,10202.2,2000-02-17,-0.1869606555448825
2007-06-05,8303.99,8303.99,8303.99,8303.99,TWSE FMTQIK,10202.2,2000-02-17,-0.18605888925917946
2007-06-06,8314.68,8314.68,8314.68,8314.68,TWSE FMTQIK,10202.2,2000-02-17,-0.18501107604242228
2007-06-07,8355.26,8355.26,8355.26,8355.26,TWSE FMTQIK,10202.2,2000-02-17,-0.18103350257787543
2007-06-08,8300.71,8300.71,8300.71,8300.71,TWSE FMTQIK,10202.2,2000-02-17,-0.18638038854364758
2007-06-11,8338.88,8338.88,8338.88,8338.88,TWSE FMTQIK,10202.2,2000-02-17,-0.1826390386387251
2007-06-12,8370.26,8370.26,8370.26,8370.26,TWSE FMTQIK,10202.2,2000-02-17,-0.1795632314598813
2007-06-13,8346.39,8346.39,8346.39,8346.39,TWSE FMTQIK,10202.2,2000-02-17,-0.1819029228989827
2007-06-14,8450.72,8450.72,8450.72,8450.72,TWSE FMTQIK,10202.2,2000-02-17,-0.17167669718296064
2007-06-15,8573.64,8573.64,8573.64,8573.64,TWSE FMTQIK,10202.2,2000-02-17,-0.15962831546137124
2007-06-20,8755.88,8755.88,8755.88,8755.88,TWSE FMTQIK,10202.2,2000-02-17,-0.14176550155848755
2007-06-21,8851.99,8851.99,8851.99,8851.99,TWSE FMTQIK,10202.2,2000-02-17,-0.1323449844151262
2007-06-22,8846.39,8846.39,8846.39,8846.39,TWSE FMTQIK,10202.2,2000-02-17,-0.1328938856325107
2007-06-23,8812.91,8812.91,8812.91,8812.91,TWSE FMTQIK,10202.2,2000-02-17,-0.1361755307678737
2007-06-25,8939.19,8939.19,8939.19,8939.19,TWSE FMTQIK,10202.2,2000-02-17,-0.12379780831585341
2007-06-26,8865.75,8865.75,8865.75,8865.75,TWSE FMTQIK,10202.2,2000-02-17,-0.13099625570955287
2007-06-27,8844.22,8844.22,8844.22,8844.22,TWSE FMTQIK,10202.2,2000-02-17,-0.1331065848542472
2007-06-28,8892.83,8892.83,8892.83,8892.83,TWSE FMTQIK,10202.2,2000-02-17,-0.12834192625120078
2007-06-29,8883.21,8883.21,8883.21,8883.21,TWSE FMTQIK,10202.2,2000-02-17,-0.12928486012820783
2007-07-02,8939.49,8939.49,8939.49,8939.49,TWSE FMTQIK,10202.2,2000-02-17,-0.12376840289349367
2007-07-03,8996.2,8996.2,8996.2,8996.2,TWSE FMTQIK,10202.2,2000-02-17,-0.11820979788673025
2007-07-04,9068.98,9068.98,9068.98,9068.98,TWSE FMTQIK,10202.2,2000-02-17,-0.1110760424222228
2007-07-05,9148.78,9148.78,9148.78,9148.78,TWSE FMTQIK,10202.2,2000-02-17,-0.10325420007449371
2007-07-06,9188.31,9188.31,9188.31,9188.31,TWSE FMTQIK,10202.2,2000-02-17,-0.09937954558820661
2007-07-09,9369.84,9369.84,9369.84,9369.84,TWSE FMTQIK,10202.2,2000-02-17,-0.08158632451824122
2007-07-10,9384.73,9384.73,9384.73,9384.73,TWSE FMTQIK,10202.2,2000-02-17,-0.08012683538844578
2007-07-11,9290.95,9290.95,9290.95,9290.95,TWSE FMTQIK,10202.2,2000-02-17,-0.08931897041814507
2007-07-12,9354.41,9354.41,9354.41,9354.41,TWSE FMTQIK,10202.2,2000-02-17,-0.0830987434082846
2007-07-13,9471.3,9471.3,9471.3,9471.3,TWSE FMTQIK,10202.2,2000-02-17,-0.07164141067612884
2007-07-16,9417.32,9417.32,9417.32,9417.32,TWSE FMTQIK,10202.2,2000-02-17,-0.0769324263394171
2007-07-17,9509.73,9509.73,9509.73,9509.73,TWSE FMTQIK,10202.2,2000-02-17,-0.06787457607182779
2007-07-18,9485.35,9485.35,9485.35,9485.35,TWSE FMTQIK,10202.2,2000-02-17,-0.07026425672894088
2007-07-19,9473.31,9473.31,9473.31,9473.31,TWSE FMTQIK,10202.2,2000-02-17,-0.07144439434631755
2007-07-20,9585.9,9585.9,9585.9,9585.9,TWSE FMTQIK,10202.2,2000-02-17,-0.0604085393346534
2007-07-23,9621.57,9621.57,9621.57,9621.57,TWSE FMTQIK,10202.2,2000-02-17,-0.05691223461606332
2007-07-24,9744.06,9744.06,9744.06,9744.06,TWSE FMTQIK,10202.2,2000-02-17,-0.04490600066652306
2007-07-25,9740.13,9740.13,9740.13,9740.13,TWSE FMTQIK,10202.2,2000-02-17,-0.045291211699437506
2007-07-26,9566.42,9566.42,9566.42,9566.42,TWSE FMTQIK,10202.2,2000-02-17,-0.06231793142655506
2007-07-27,9162.28,9162.28,9162.28,9162.28,TWSE FMTQIK,10202.2,2000-02-17,-0.10193095606829894
2007-07-30,9072.57,9072.57,9072.57,9072.57,TWSE FMTQIK,10202.2,2000-02-17,-0.11072415753464948
2007-07-31,9287.25,9287.25,9287.25,9287.25,TWSE FMTQIK,10202.2,2000-02-17,-0.0896816372939171
2007-08-01,8891.88,8891.88,8891.88,8891.88,TWSE FMTQIK,10202.2,2000-02-17,-0.12843504342200718
2007-08-02,8950.57,8950.57,8950.57,8950.57,TWSE FMTQIK,10202.2,2000-02-17,-0.12268236262766863
2007-08-03,9057.82,9057.82,9057.82,9057.82,TWSE FMTQIK,10202.2,2000-02-17,-0.11216992413401039
2007-08-06,8941.73,8941.73,8941.73,8941.73,TWSE FMTQIK,10202.2,2000-02-17,-0.12354884240653985
2007-08-07,8862.31,8862.31,8862.31,8862.31,TWSE FMTQIK,10202.2,2000-02-17,-0.1313334378859463
2007-08-08,9099.46,9099.46,9099.46,9099.46,TWSE FMTQIK,10202.2,2000-02-17,-0.10808845151045865
2007-08-09,9182.6,9182.6,9182.6,9182.6,TWSE FMTQIK,10202.2,2000-02-17,-0.09993922879378958
2007-08-10,8931.31,8931.31,8931.31,8931.31,TWSE FMTQIK,10202.2,2000-02-17,-0.1245701907431731
2007-08-13,8938.96,8938.96,8938.96,8938.96,TWSE FMTQIK,10202.2,2000-02-17,-0.12382035247299616
2007-08-14,8910.99,8910.99,8910.99,8910.99,TWSE FMTQIK,10202.2,2000-02-17,-0.12656191801768257
2007-08-15,8593.04,8593.04,8593.04,8593.04,TWSE FMTQIK,10202.2,2000-02-17,-0.1577267648154319
2007-08-16,8201.37,8201.37,8201.37,8201.37,TWSE FMTQIK,10202.2,2000-02-17,-0.19611750406775008
2007-08-17,8090.29,8090.29,8090.29,8090.29,TWSE FMTQIK,10202.2,2000-02-17,-0.20700535178686952
2007-08-20,8515.6,8515.6,8515.6,8515.6,TWSE FMTQIK,10202.2,2000-02-17,-0.16531728450726313
2007-08-21,8479.08,8479.08,8479.08,8479.08,TWSE FMTQIK,10202.2,2000-02-17,-0.16889690458920636
2007-08-22,8493.46,8493.46,8493.46,8493.46,TWSE FMTQIK,10202.2,2000-02-17,-0.16748740467742262
2007-08-23,8732.84,8732.84,8732.84,8732.84,TWSE FMTQIK,10202.2,2000-02-17,-0.1440238379957265
2007-08-24,8690.09,8690.09,8690.09,8690.09,TWSE FMTQIK,10202.2,2000-02-17,-0.14821411068200985
2007-08-27,8718.31,8718.31,8718.31,8718.31,TWSE FMTQIK,10202.2,2000-02-17,-0.1454480406186902
2007-08-28,8727.55,8727.55,8727.55,8727.55,TWSE FMTQIK,10202.2,2000-02-17,-0.14454235361000578
2007-08-29,8643.32,8643.32,8643.32,8643.32,TWSE FMTQIK,10202.2,2000-02-17,-0.15279841602791566
2007-08-30,8771.21,8771.21,8771.21,8771.21,TWSE FMTQIK,10202.2,2000-02-17,-0.14026288447589752
2007-08-31,8982.16,8982.16,8982.16,8982.16,TWSE FMTQIK,10202.2,2000-02-17,-0.11958597165317297
2007-09-03,8979.96,8979.96,8979.96,8979.96,TWSE FMTQIK,10202.2,2000-02-17,-0.11980161141714551
2007-09-04,8922.98,8922.98,8922.98,8922.98,TWSE FMTQIK,10202.2,2000-02-17,-0.12538668130403252
2007-09-05,8913.85,8913.85,8913.85,8913.85,TWSE FMTQIK,10202.2,2000-02-17,-0.12628158632451825
2007-09-06,9017.08,9017.08,9017.08,9017.08,TWSE FMTQIK,10202.2,2000-02-17,-0.11616318049048246
2007-09-07,9018.08,9018.08,9018.08,9018.08,TWSE FMTQIK,10202.2,2000-02-17,-0.11606516241594955
2007-09-10,8937.58,8937.58,8937.58,8937.58,TWSE FMTQIK,10202.2,2000-02-17,-0.1239556174158516
2007-09-11,9003.12,9003.12,9003.12,9003.12,TWSE FMTQIK,10202.2,2000-02-17,-0.1175315128109623
2007-09-12,9018.12,9018.12,9018.12,9018.12,TWSE FMTQIK,10202.2,2000-02-17,-0.11606124169296816
2007-09-13,8927.42,8927.42,8927.42,8927.42,TWSE FMTQIK,10202.2,2000-02-17,-0.12495148105310627
2007-09-14,9031.63,9031.63,9031.63,9031.63,TWSE FMTQIK,10202.2,2000-02-17,-0.11473701750602827
2007-09-17,8899.91,8899.91,8899.91,8899.91,TWSE FMTQIK,10202.2,2000-02-17,-0.1276479582835075
2007-09-19,8926.38,8926.38,8926.38,8926.38,TWSE FMTQIK,10202.2,2000-02-17,-0.12505341985062057
2007-09-20,8983.03,8983.03,8983.03,8983.03,TWSE FMTQIK,10202.2,2000-02-17,-0.11950069592832924
2007-09-21,9105.28,9105.28,9105.28,9105.28,TWSE FMTQIK,10202.2,2000-02-17,-0.10751798631667675
2007-09-26,9257.47,9257.47,9257.47,9257.47,TWSE FMTQIK,10202.2,2000-02-17,-0.09260061555350818
2007-09-27,9413.65,9413.65,9413.65,9413.65,TWSE FMTQIK,10202.2,2000-02-17,-0.07729215267295297
2007-09-28,9411.95,9411.95,9411.95,9411.95,TWSE FMTQIK,10202.2,2000-02-17,-0.07745878339965884
2007-09-29,9476.52,9476.52,9476.52,9476.52,TWSE FMTQIK,10202.2,2000-02-17,-0.07112975632706675
2007-10-01,9488.5,9488.5,9488.5,9488.5,TWSE FMTQIK,10202.2,2000-02-17,-0.06995549979416216
2007-10-02,9623.25,9623.25,9623.25,9623.25,TWSE FMTQIK,10202.2,2000-02-17,-0.056747564250847926
2007-10-03,9700.07,9700.07,9700.07,9700.07,TWSE FMTQIK,10202.2,2000-02-17,-0.04921781576522721
2007-10-04,9627.39,9627.39,9627.39,9627.39,TWSE FMTQIK,10202.2,2000-02-17,-0.05634176942228164
2007-10-05,9617.26,9617.26,9617.26,9617.26,TWSE FMTQIK,10202.2,2000-02-17,-0.05733469251730028
2007-10-08,9717.17,9717.17,9717.17,9717.17,TWSE FMTQIK,10202.2,2000-02-17,-0.04754170669071378
2007-10-09,9639.83,9639.83,9639.83,9639.83,TWSE FMTQIK,10202.2,2000-02-17,-0.055122424575091755
2007-10-11,9697.67,9697.67,9697.67,9697.67,TWSE FMTQIK,10202.2,2000-02-17,-0.04945305914410625
2007-10-12,9496.47,9496.47,9496.47,9496.47,TWSE FMTQIK,10202.2,2000-02-17,-0.06917429574013456
2007-10-15,9518.45,9518.45,9518.45,9518.45,TWSE FMTQIK,10202.2,2000-02-17,-0.0670198584619004
2007-10-16,9592.47,9592.47,9592.47,9592.47,TWSE FMTQIK,10202.2,2000-02-17,-0.05976456058497204
2007-10-17,9562.16,9562.16,9562.16,9562.16,TWSE FMTQIK,10202.2,2000-02-17,-0.06273548842406551
2007-10-18,9637.07,9637.07,9637.07,9637.07,TWSE FMTQIK,10202.2,2000-02-17,-0.05539295446080261
2007-10-19,9611.72,9611.72,9611.72,9611.72,TWSE FMTQIK,10202.2,2000-02-17,-0.0578777126502128
2007-10-22,9360.63,9360.63,9360.63,9360.63,TWSE FMTQIK,10202.2,2000-02-17,-0.08248907098468972
2007-10-23,9502.39,9502.39,9502.39,9502.39,TWSE FMTQIK,10202.2,2000-02-17,-0.06859402873889953
2007-10-24,9442.62,9442.62,9442.62,9442.62,TWSE FMTQIK,10202.2,2000-02-17,-0.07445256905373354
2007-10-25,9568.26,9568.26,9568.26,9568.26,TWSE FMTQIK,10202.2,2000-02-17,-0.062137578169414454
2007-10-26,9631.51,9631.51,9631.51,9631.51,TWSE FMTQIK,10202.2,2000-02-17,-0.055937934955205826
2007-10-29,9809.88,9809.88,9809.88,9809.88,TWSE FMTQIK,10202.2,2000-02-17,-0.03845445100076472
2007-10-30,9757.93,9757.93,9757.93,9757.93,TWSE FMTQIK,10202.2,2000-02-17,-0.04354648997275101
2007-10-31,9711.37,9711.37,9711.37,9711.37,TWSE FMTQIK,10202.2,2000-02-17,-0.048110211523004875
2007-11-01,9598.23,9598.23,9598.23,9598.23,TWSE FMTQIK,10202.2,2000-02-17,-0.05919997647566222
2007-11-02,9273.09,9273.09,9273.09,9273.09,TWSE FMTQIK,10202.2,2000-02-17,-0.09106957322930354
2007-11-05,9308.6,9308.6,9308.6,9308.6,TWSE FMTQIK,10202.2,2000-02-17,-0.08758895140263867
2007-11-06,9292.8,9292.8,9292.8,9292.8,TWSE FMTQIK,10202.2,2000-02-17,-0.08913763698025934
2007-11-07,9300.22,9300.22,9300.22,9300.22,TWSE FMTQIK,10202.2,2000-02-17,-0.08841034286722482
2007-11-08,8937.58,8937.58,8937.58,8937.58,TWSE FMTQIK,10202.2,2000-02-17,-0.1239556174158516
2007-11-09,8970.92,8970.92,8970.92,8970.92,TWSE FMTQIK,10202.2,2000-02-17,-0.12068769481092323
2007-11-12,8670.61,8670.61,8670.61,8670.61,TWSE FMTQIK,10202.2,2000-02-17,-0.1501235027739115
2007-11-13,8727.21,8727.21,8727.21,8727.21,TWSE FMTQIK,10202.2,2000-02-17,-0.14457567975534702
2007-11-14,8942.93,8942.93,8942.93,8942.93,TWSE FMTQIK,10202.2,2000-02-17,-0.12343122071710022
2007-11-15,8905.41,8905.41,8905.41,8905.41,TWSE FMTQIK,10202.2,2000-02-17,-0.12710885887357637
2007-11-16,8764.82,8764.82,8764.82,8764.82,TWSE FMTQIK,10202.2,2000-02-17,-0.14088921997216297
2007-11-19,8680.71,8680.71,8680.71,8680.71,TWSE FMTQIK,10202.2,2000-02-17,-0.1491335202211289
2007-11-20,8680.86,8680.86,8680.86,8680.86,TWSE FMTQIK,10202.2,2000-02-17,-0.14911881750994882
2007-11-21,8484.11,8484.11,8484.11,8484.11,TWSE FMTQIK,10202.2,2000-02-17,-0.16840387367430554
2007-11-22,8499.37,8499.37,8499.37,8499.37,TWSE FMTQIK,10202.2,2000-02-17,-0.16690811785693282
2007-11-23,8342.2,8342.2,8342.2,8342.2,TWSE FMTQIK,10202.2,2000-02-17,-0.1823136186312756
2007-11-26,8528.33,8528.33,8528.33,8528.33,TWSE FMTQIK,10202.2,2000-02-17,-0.16406951441845885
2007-11-27,8375.76,8375.76,8375.76,8375.76,TWSE FMTQIK,10202.2,2000-02-17,-0.17902413204995005
2007-11-28,8276.26,8276.26,8276.26,8276.26,TWSE FMTQIK,10202.2,2000-02-17,-0.188776930465978
2007-11-29,8447.03,8447.03,8447.03,8447.03,TWSE FMTQIK,10202.2,2000-02-17,-0.1720383838779871
2007-11-30,8586.4,8586.4,8586.4,8586.4,TWSE FMTQIK,10202.2,2000-02-17,-0.1583776048303308
2007-12-03,8583.84,8583.84,8583.84,8583.84,TWSE FMTQIK,10202.2,2000-02-17,-0.15862853110113506
2007-12-04,8651.28,8651.28,8651.28,8651.28,TWSE FMTQIK,10202.2,2000-02-17,-0.1520181921546333
2007-12-05,8676.95,8676.95,8676.95,8676.95,TWSE FMTQIK,10202.2,2000-02-17,-0.14950206818137268
2007-12-06,8694.41,8694.41,8694.41,8694.41,TWSE FMTQIK,10202.2,2000-02-17,-0.14779067260002754
2007-12-07,8722.38,8722.38,8722.38,8722.38,TWSE FMTQIK,10202.2,2000-02-17,-0.14504910705534113
2007-12-10,8598.03,8598.03,8598.03,8598.03,TWSE FMTQIK,10202.2,2000-02-17,-0.15723765462351258
2007-12-11,8638.33,8638.33,8638.33,8638.33,TWSE FMTQIK,10202.2,2000-02-17,-0.153287526219835
2007-12-12,8490.84,8490.84,8490.84,8490.84,TWSE FMTQIK,10202.2,2000-02-17,-0.16774421203269885
2007-12-13,8187.95,8187.95,8187.95,8187.95,TWSE FMTQIK,10202.2,2000-02-17,-0.1974329066279823
2007-12-14,8118.08,8118.08,8118.08,8118.08,TWSE FMTQIK,10202.2,2000-02-17,-0.20428142949559902
2007-12-17,7830.85,7830.85,7830.85,7830.85,TWSE FMTQIK,10202.2,2000-02-17,-0.23243516104369644
2007-12-18,7807.39,7807.39,7807.39,7807.39,TWSE FMTQIK,10202.2,2000-02-17,-0.2347346650722394
2007-12-19,8014.31,8014.31,8014.31,8014.31,TWSE FMTQIK,10202.2,2000-02-17,-0.21445276508988265
2007-12-20,7857.08,7857.08,7857.08,7857.08,TWSE FMTQIK,10202.2,2000-02-17,-0.2298641469486974
2007-12-21,7941.44,7941.44,7941.44,7941.44,TWSE FMTQIK,10202.2,2000-02-17,-0.22159534218109833
2007-12-24,8135.48,8135.48,8135.48,8135.48,TWSE FMTQIK,10202.2,2000-02-17,-0.20257591499872585
2007-12-25,8167.07,8167.07,8167.07,8167.07,TWSE FMTQIK,10202.2,2000-02-17,-0.1994795240242302
2007-12-26,8156.39,8156.39,8156.39,8156.39,TWSE FMTQIK,10202.2,2000-02-17,-0.2005263570602419
2007-12-27,8313.72,8313.72,8313.72,8313.72,TWSE FMTQIK,10202.2,2000-02-17,-0.18510517339397392
2007-12-28,8396.95,8396.95,8396.95,8396.95,TWSE FMTQIK,10202.2,2000-02-17,-0.17694712905059695
2007-12-31,8506.28,8506.28,8506.28,8506.28,TWSE FMTQIK,10202.2,2000-02-17,-0.16623081296191022
2008-01-02,8323.05,8323.05,8323.05,8323.05,TWSE FMTQIK,10202.2,2000-02-17,-0.1841906647585816
2008-01-03,8184.2,8184.2,8184.2,8184.2,TWSE FMTQIK,10202.2,2000-02-17,-0.19780047440748083
2008-01-04,8221.1,8221.1,8221.1,8221.1,TWSE FMTQIK,10202.2,2000-02-17,-0.19418360745721508
2008-01-07,7883.37,7883.37,7883.37,7883.37,TWSE FMTQIK,10202.2,2000-02-17,-0.22728725176922626
2008-01-08,7962.91,7962.91,7962.91,7962.91,TWSE FMTQIK,10202.2,2000-02-17,-0.21949089412087597
2008-01-09,8085.06,8085.06,8085.06,8085.06,TWSE FMTQIK,10202.2,2000-02-17,-0.20751798631667684
2008-01-10,8057.27,8057.27,8057.27,8057.27,TWSE FMTQIK,10202.2,2000-02-17,-0.21024190860794734
2008-01-11,8029.31,8029.31,8029.31,8029.31,TWSE FMTQIK,10202.2,2000-02-17,-0.2129824939718884
2008-01-14,8173.41,8173.41,8173.41,8173.41,TWSE FMTQIK,10202.2,2000-02-17,-0.19885808943169125
2008-01-15,8428.84,8428.84,8428.84,8428.84,TWSE FMTQIK,10202.2,2000-02-17,-0.17382133265374144
2008-01-16,8179.54,8179.54,8179.54,8179.54,TWSE FMTQIK,10202.2,2000-02-17,-0.19825723863480427
2008-01-17,8101.63,8101.63,8101.63,8101.63,TWSE FMTQIK,10202.2,2000-02-17,-0.20589382682166602
2008-01-18,8184.65,8184.65,8184.65,8184.65,TWSE FMTQIK,10202.2,2000-02-17,-0.197756366273941
2008-01-21,8110.2,8110.2,8110.2,8110.2,TWSE FMTQIK,10202.2,2000-02-17,-0.20505381192291872
2008-01-22,7581.96,7581.96,7581.96,7581.96,TWSE FMTQIK,10202.2,2000-02-17,-0.2568308796142009
2008-01-23,7408.4,7408.4,7408.4,7408.4,TWSE FMTQIK,10202.2,2000-02-17,-0.2738428966301387
2008-01-24,7517.05,7517.05,7517.05,7517.05,TWSE FMTQIK,10202.2,2000-02-17,-0.26319323283213425
2008-01-25,7739.59,7739.59,7739.59,7739.59,TWSE FMTQIK,10202.2,2000-02-17,-0.24138029052557297
2008-01-28,7485.79,7485.79,7485.79,7485.79,TWSE FMTQIK,10202.2,2000-02-17,-0.2662572778420341
2008-01-29,7576.42,7576.42,7576.42,7576.42,TWSE FMTQIK,10202.2,2000-02-17,-0.25737389974711344
2008-01-30,7543.5,7543.5,7543.5,7543.5,TWSE FMTQIK,10202.2,2000-02-17,-0.2606006547607379
2008-01-31,7521.13,7521.13,7521.13,7521.13,TWSE FMTQIK,10202.2,2000-02-17,-0.2627933190880398
2008-02-01,7673.99,7673.99,7673.99,7673.99,TWSE FMTQIK,10202.2,2000-02-17,-0.24781027621493412
2008-02-12,7553.3,7553.3,7553.3,7553.3,TWSE FMTQIK,10202.2,2000-02-17,-0.25964007763031505
2008-02-13,7550.55,7550.55,7550.55,7550.55,TWSE FMTQIK,10202.2,2000-02-17,-0.25990962733528067
2008-02-14,7865.28,7865.28,7865.28,7865.28,TWSE FMTQIK,10202.2,2000-02-17,-0.22906039873752726
2008-02-15,7876.37,7876.37,7876.37,7876.37,TWSE FMTQIK,10202.2,2000-02-17,-0.22797337829095687
2008-02-18,7890.9,7890.9,7890.9,7890.9,TWSE FMTQIK,10202.2,2000-02-17,-0.22654917566799326
2008-02-19,8024.41,8024.41,8024.41,8024.41,TWSE FMTQIK,10202.2,2000-02-17,-0.21346278253709994
2008-02-20,7894.47,7894.47,7894.47,7894.47,TWSE FMTQIK,10202.2,2000-02-17,-0.22619925114191064
2008-02-21,8085.93,8085.93,8085.93,8085.93,TWSE FMTQIK,10202.2,2000-02-17,-0.2074327105918332
2008-02-22,8108.71,8108.71,8108.71,8108.71,TWSE FMTQIK,10202.2,2000-02-17,-0.20519985885397274
2008-02-25,8286.31,8286.31,8286.31,8286.31,TWSE FMTQIK,10202.2,2000-02-17,-0.1877918488169219
2008-02-26,8307.67,8307.67,8307.67,8307.67,TWSE FMTQIK,10202.2,2000-02-17,-0.18569818274489824
2008-02-27,8462.08,8462.08,8462.08,8462.08,TWSE FMTQIK,10202.2,2000-02-17,-0.17056321185626633
2008-02-29,8412.76,8412.76,8412.76,8412.76,TWSE FMTQIK,10202.2,2000-02-17,-0.17539746329223116
2008-03-03,8262.87,8262.87,8262.87,8262.87,TWSE FMTQIK,10202.2,2000-02-17,-0.19008939248397405
2008-03-04,8470.11,8470.11,8470.11,8470.11,TWSE FMTQIK,10202.2,2000-02-17,-0.16977612671776676
2008-03-05,8483.95,8483.95,8483.95,8483.95,TWSE FMTQIK,10202.2,2000-02-17,-0.16841955656623075
2008-03-06,8658.64,8658.64,8658.64,8658.64,TWSE FMTQIK,10202.2,2000-02-17,-0.15129677912607098
2008-03-07,8531.38,8531.38,8531.38,8531.38,TWSE FMTQIK,10202.2,2000-02-17,-0.16377055929113338
