date,open,high,low,close,source
2004-11-08,5937.46,5937.46,5937.46,5937.46,TWSE FMTQIK
2004-11-09,5945.2,5945.2,5945.2,5945.2,TWSE FMTQIK
2004-11-10,5948.49,5948.49,5948.49,5948.49,TWSE FMTQIK
2004-11-11,5874.52,5874.52,5874.52,5874.52,TWSE FMTQIK
2004-11-12,5917.16,5917.16,5917.16,5917.16,TWSE FMTQIK
2004-11-15,5906.69,5906.69,5906.69,5906.69,TWSE FMTQIK
2004-11-16,5910.85,5910.85,5910.85,5910.85,TWSE FMTQIK
2004-11-17,6028.68,6028.68,6028.68,6028.68,TWSE FMTQIK
2004-11-18,6049.49,6049.49,6049.49,6049.49,TWSE FMTQIK
2004-11-19,6026.55,6026.55,6026.55,6026.55,TWSE FMTQIK
2004-11-22,5838.42,5838.42,5838.42,5838.42,TWSE FMTQIK
2004-11-23,5851.1,5851.1,5851.1,5851.1,TWSE FMTQIK
2004-11-24,5911.31,5911.31,5911.31,5911.31,TWSE FMTQIK
2004-11-25,5855.24,5855.24,5855.24,5855.24,TWSE FMTQIK
2004-11-26,5778.65,5778.65,5778.65,5778.65,TWSE FMTQIK
2004-11-29,5785.26,5785.26,5785.26,5785.26,TWSE FMTQIK
2004-11-30,5844.76,5844.76,5844.76,5844.76,TWSE FMTQIK
2004-12-01,5798.62,5798.62,5798.62,5798.62,TWSE FMTQIK
2004-12-02,5867.95,5867.95,5867.95,5867.95,TWSE FMTQIK
2004-12-03,5893.27,5893.27,5893.27,5893.27,TWSE FMTQIK
2004-12-06,5919.17,5919.17,5919.17,5919.17,TWSE FMTQIK
2004-12-07,5925.28,5925.28,5925.28,5925.28,TWSE FMTQIK
2004-12-08,5892.51,5892.51,5892.51,5892.51,TWSE FMTQIK
2004-12-09,5913.97,5913.97,5913.97,5913.97,TWSE FMTQIK
2004-12-10,5911.63,5911.63,5911.63,5911.63,TWSE FMTQIK
2004-12-13,5878.89,5878.89,5878.89,5878.89,TWSE FMTQIK
2004-12-14,5909.65,5909.65,5909.65,5909.65,TWSE FMTQIK
2004-12-15,6002.58,6002.58,6002.58,6002.58,TWSE FMTQIK
2004-12-16,6019.23,6019.23,6019.23,6019.23,TWSE FMTQIK
2004-12-17,6009.32,6009.32,6009.32,6009.32,TWSE FMTQIK
2004-12-20,5985.94,5985.94,5985.94,5985.94,TWSE FMTQIK
2004-12-21,5987.85,5987.85,5987.85,5987.85,TWSE FMTQIK
2004-12-22,6001.52,6001.52,6001.52,6001.52,TWSE FMTQIK
2004-12-23,5997.67,5997.67,5997.67,5997.67,TWSE FMTQIK
2004-12-24,6019.42,6019.42,6019.42,6019.42,TWSE FMTQIK
2004-12-27,5985.94,5985.94,5985.94,5985.94,TWSE FMTQIK
2004-12-28,6000.57,6000.57,6000.57,6000.57,TWSE FMTQIK
2004-12-29,6088.49,6088.49,6088.49,6088.49,TWSE FMTQIK
2004-12-30,6100.86,6100.86,6100.86,6100.86,TWSE FMTQIK
2004-12-31,6139.69,6139.69,6139.69,6139.69,TWSE FMTQIK
2005-01-03,6143.12,6143.12,6143.12,6143.12,TWSE FMTQIK
2005-01-04,6060.46,6060.46,6060.46,6060.46,TWSE FMTQIK
2005-01-05,5988.37,5988.37,5988.37,5988.37,TWSE FMTQIK
2005-01-06,5982.12,5982.12,5982.12,5982.12,TWSE FMTQIK
2005-01-07,5935.99,5935.99,5935.99,5935.99,TWSE FMTQIK
2005-01-10,5942.85,5942.85,5942.85,5942.85,TWSE FMTQIK
2005-01-11,5975.66,5975.66,5975.66,5975.66,TWSE FMTQIK
2005-01-12,5879.08,5879.08,5879.08,5879.08,TWSE FMTQIK
2005-01-13,5853.94,5853.94,5853.94,5853.94,TWSE FMTQIK
2005-01-14,5889.52,5889.52,5889.52,5889.52,TWSE FMTQIK
2005-01-17,5945.27,5945.27,5945.27,5945.27,TWSE FMTQIK
2005-01-18,5933.57,5933.57,5933.57,5933.57,TWSE FMTQIK
2005-01-19,5895.35,5895.35,5895.35,5895.35,TWSE FMTQIK
2005-01-20,5888.1,5888.1,5888.1,5888.1,TWSE FMTQIK
2005-01-21,5848.91,5848.91,5848.91,5848.91,TWSE FMTQIK
2005-01-24,5771.48,5771.48,5771.48,5771.48,TWSE FMTQIK
2005-01-25,5782.75,5782.75,5782.75,5782.75,TWSE FMTQIK
2005-01-26,5835.37,5835.37,5835.37,5835.37,TWSE FMTQIK
2005-01-27,5842.76,5842.76,5842.76,5842.76,TWSE FMTQIK
2005-01-28,5879.93,5879.93,5879.93,5879.93,TWSE FMTQIK
2005-01-31,5994.23,5994.23,5994.23,5994.23,TWSE FMTQIK
2005-02-01,5981.54,5981.54,5981.54,5981.54,TWSE FMTQIK
2005-02-02,6018.69,6018.69,6018.69,6018.69,TWSE FMTQIK
2005-02-03,6034.6,6034.6,6034.6,6034.6,TWSE FMTQIK
2005-02-14,6112.4,6112.4,6112.4,6112.4,TWSE FMTQIK
2005-02-15,6122.39,6122.39,6122.39,6122.39,TWSE FMTQIK
2005-02-16,6143.49,6143.49,6143.49,6143.49,TWSE FMTQIK
2005-02-17,6072.16,6072.16,6072.16,6072.16,TWSE FMTQIK
2005-02-18,6115.43,6115.43,6115.43,6115.43,TWSE FMTQIK
2005-02-21,6142.78,6142.78,6142.78,6142.78,TWSE FMTQIK
2005-02-22,6107.17,6107.17,6107.17,6107.17,TWSE FMTQIK
2005-02-23,6121.52,6121.52,6121.52,6121.52,TWSE FMTQIK
2005-02-24,6128.34,6128.34,6128.34,6128.34,TWSE FMTQIK
2005-02-25,6207.83,6207.83,6207.83,6207.83,TWSE FMTQIK
2005-03-01,6259.69,6259.69,6259.69,6259.69,TWSE FMTQIK
2005-03-02,6225.25,6225.25,6225.25,6225.25,TWSE FMTQIK
2005-03-03,6202.38,6202.38,6202.38,6202.38,TWSE FMTQIK
2005-03-04,6193.62,6193.62,6193.62,6193.62,TWSE FMTQIK
2005-03-07,6220.52,6220.52,6220.52,6220.52,TWSE FMTQIK
2005-03-08,6173.34,6173.34,6173.34,6173.34,TWSE FMTQIK
2005-03-09,6213.28,6213.28,6213.28,6213.28,TWSE FMTQIK
2005-03-10,6192.53,6192.53,6192.53,6192.53,TWSE FMTQIK
2005-03-11,6204.23,6204.23,6204.23,6204.23,TWSE FMTQIK
2005-03-14,6155.51,6155.51,6155.51,6155.51,TWSE FMTQIK
2005-03-15,6063.48,6063.48,6063.48,6063.48,TWSE FMTQIK
2005-03-16,6072.36,6072.36,6072.36,6072.36,TWSE FMTQIK
2005-03-17,6032.47,6032.47,6032.47,6032.47,TWSE FMTQIK
2005-03-18,6043.95,6043.95,6043.95,6043.95,TWSE FMTQIK
2005-03-21,6058.96,6058.96,6058.96,6058.96,TWSE FMTQIK
2005-03-22,6018.79,6018.79,6018.79,6018.79,TWSE FMTQIK
2005-03-23,6019.49,6019.49,6019.49,6019.49,TWSE FMTQIK
2005-03-24,6001.0,6001.0,6001.0,6001.0,TWSE FMTQIK
2005-03-25,6065.91,6065.91,6065.91,6065.91,TWSE FMTQIK
2005-03-28,6048.74,6048.74,6048.74,6048.74,TWSE FMTQIK
2005-03-29,5961.24,5961.24,5961.24,5961.24,TWSE FMTQIK
2005-03-30,5957.98,5957.98,5957.98,5957.98,TWSE FMTQIK
2005-03-31,6005.88,6005.88,6005.88,6005.88,TWSE FMTQIK
2005-04-01,6028.75,6028.75,6028.75,6028.75,TWSE FMTQIK
2005-04-04,6019.93,6019.93,6019.93,6019.93,TWSE FMTQIK
2005-04-06,6013.49,6013.49,6013.49,6013.49,TWSE FMTQIK
2005-04-07,5971.76,5971.76,5971.76,5971.76,TWSE FMTQIK
2005-04-08,6024.07,6024.07,6024.07,6024.07,TWSE FMTQIK
2005-04-11,5979.42,5979.42,5979.42,5979.42,TWSE FMTQIK
2005-04-12,5993.89,5993.89,5993.89,5993.89,TWSE FMTQIK
2005-04-13,5998.08,5998.08,5998.08,5998.08,TWSE FMTQIK
2005-04-14,5976.68,5976.68,5976.68,5976.68,TWSE FMTQIK
2005-04-15,5888.37,5888.37,5888.37,5888.37,TWSE FMTQIK
2005-04-18,5715.16,5715.16,5715.16,5715.16,TWSE FMTQIK
2005-04-19,5748.35,5748.35,5748.35,5748.35,TWSE FMTQIK
2005-04-20,5693.01,5693.01,5693.01,5693.01,TWSE FMTQIK
2005-04-21,5721.99,5721.99,5721.99,5721.99,TWSE FMTQIK
2005-04-22,5747.09,5747.09,5747.09,5747.09,TWSE FMTQIK
2005-04-25,5758.31,5758.31,5758.31,5758.31,TWSE FMTQIK
2005-04-26,5805.25,5805.25,5805.25,5805.25,TWSE FMTQIK
2005-04-27,5778.27,5778.27,5778.27,5778.27,TWSE FMTQIK
2005-04-28,5842.27,5842.27,5842.27,5842.27,TWSE FMTQIK
2005-04-29,5818.07,5818.07,5818.07,5818.07,TWSE FMTQIK
2005-05-03,5818.22,5818.22,5818.22,5818.22,TWSE FMTQIK
2005-05-04,5803.68,5803.68,5803.68,5803.68,TWSE FMTQIK
2005-05-05,5927.5,5927.5,5927.5,5927.5,TWSE FMTQIK
2005-05-06,5967.96,5967.96,5967.96,5967.96,TWSE FMTQIK
2005-05-09,5966.85,5966.85,5966.85,5966.85,TWSE FMTQIK
2005-05-10,5949.8,5949.8,5949.8,5949.8,TWSE FMTQIK
2005-05-11,5917.13,5917.13,5917.13,5917.13,TWSE FMTQIK
2005-05-12,5934.6,5934.6,5934.6,5934.6,TWSE FMTQIK
2005-05-13,5981.48,5981.48,5981.48,5981.48,TWSE FMTQIK
2005-05-16,5925.88,5925.88,5925.88,5925.88,TWSE FMTQIK
2005-05-17,5894.01,5894.01,5894.01,5894.01,TWSE FMTQIK
2005-05-18,5890.83,5890.83,5890.83,5890.83,TWSE FMTQIK
2005-05-19,5970.71,5970.71,5970.71,5970.71,TWSE FMTQIK
2005-05-20,5954.69,5954.69,5954.69,5954.69,TWSE FMTQIK
2005-05-23,5885.45,5885.45,5885.45,5885.45,TWSE FMTQIK
2005-05-24,5909.1,5909.1,5909.1,5909.1,TWSE FMTQIK
2005-05-25,5888.53,5888.53,5888.53,5888.53,TWSE FMTQIK
2005-05-26,5939.42,5939.42,5939.42,5939.42,TWSE FMTQIK
2005-05-27,5991.55,5991.55,5991.55,5991.55,TWSE FMTQIK
2005-05-30,6009.52,6009.52,6009.52,6009.52,TWSE FMTQIK
2005-05-31,6011.56,6011.56,6011.56,6011.56,TWSE FMTQIK
2005-06-01,5971.62,5971.62,5971.62,5971.62,TWSE FMTQIK
2005-06-02,6039.48,6039.48,6039.48,6039.48,TWSE FMTQIK
2005-06-03,6107.95,6107.95,6107.95,6107.95,TWSE FMTQIK
2005-06-06,6137.57,6137.57,6137.57,6137.57,TWSE FMTQIK
2005-06-07,6105.79,6105.79,6105.79,6105.79,TWSE FMTQIK
2005-06-08,6161.66,6161.66,6161.66,6161.66,TWSE FMTQIK
2005-06-09,6145.92,6145.92,6145.92,6145.92,TWSE FMTQIK
2005-06-10,6192.35,6192.35,6192.35,6192.35,TWSE FMTQIK
2005-06-13,6231.05,6231.05,6231.05,6231.05,TWSE FMTQIK
2005-06-14,6205.76,6205.76,6205.76,6205.76,TWSE FMTQIK
2005-06-15,6252.1,6252.1,6252.1,6252.1,TWSE FMTQIK
2005-06-16,6282.41,6282.41,6282.41,6282.41,TWSE FMTQIK
2005-06-17,6293.56,6293.56,6293.56,6293.56,TWSE FMTQIK
2005-06-20,6296.89,6296.89,6296.89,6296.89,TWSE FMTQIK
2005-06-21,6278.46,6278.46,6278.46,6278.46,TWSE FMTQIK
2005-06-22,6357.83,6357.83,6357.83,6357.83,TWSE FMTQIK
2005-06-23,6373.86,6373.86,6373.86,6373.86,TWSE FMTQIK
2005-06-24,6340.69,6340.69,6340.69,6340.69,TWSE FMTQIK
2005-06-27,6302.99,6302.99,6302.99,6302.99,TWSE FMTQIK
2005-06-28,6316.84,6316.84,6316.84,6316.84,TWSE FMTQIK
2005-06-29,6231.65,6231.65,6231.65,6231.65,TWSE FMTQIK
2005-06-30,6241.94,6241.94,6241.94,6241.94,TWSE FMTQIK
2005-07-01,6272.14,6272.14,6272.14,6272.14,TWSE FMTQIK
2005-07-04,6271.2,6271.2,6271.2,6271.2,TWSE FMTQIK
2005-07-05,6232.04,6232.04,6232.04,6232.04,TWSE FMTQIK
2005-07-06,6222.05,6222.05,6222.05,6222.05,TWSE FMTQIK
2005-07-07,6212.6,6212.6,6212.6,6212.6,TWSE FMTQIK
2005-07-08,6201.4,6201.4,6201.4,6201.4,TWSE FMTQIK
2005-07-11,6298.86,6298.86,6298.86,6298.86,TWSE FMTQIK
2005-07-12,6358.81,6358.81,6358.81,6358.81,TWSE FMTQIK
2005-07-13,6377.09,6377.09,6377.09,6377.09,TWSE FMTQIK
2005-07-14,6418.35,6418.35,6418.35,6418.35,TWSE FMTQIK
2005-07-15,6410.59,6410.59,6410.59,6410.59,TWSE FMTQIK
2005-07-19,6416.34,6416.34,6416.34,6416.34,TWSE FMTQIK
2005-07-20,6423.81,6423.81,6423.81,6423.81,TWSE FMTQIK
2005-07-21,6394.03,6394.03,6394.03,6394.03,TWSE FMTQIK
2005-07-22,6380.73,6380.73,6380.73,6380.73,TWSE FMTQIK
2005-07-25,6420.45,6420.45,6420.45,6420.45,TWSE FMTQIK
2005-07-26,6366.16,6366.16,6366.16,6366.16,TWSE FMTQIK
2005-07-27,6327.25,6327.25,6327.25,6327.25,TWSE FMTQIK
2005-07-28,6375.64,6375.64,6375.64,6375.64,TWSE FMTQIK
2005-07-29,6311.98,6311.98,6311.98,6311.98,TWSE FMTQIK
2005-08-01,6307.93,6307.93,6307.93,6307.93,TWSE FMTQIK
2005-08-02,6343.54,6343.54,6343.54,6343.54,TWSE FMTQIK
2005-08-03,6455.57,6455.57,6455.57,6455.57,TWSE FMTQIK
2005-08-04,6446.01,6446.01,6446.01,6446.01,TWSE FMTQIK
2005-08-08,6380.03,6380.03,6380.03,6380.03,TWSE FMTQIK
2005-08-09,6380.0,6380.0,6380.0,6380.0,TWSE FMTQIK
2005-08-10,6356.84,6356.84,6356.84,6356.84,TWSE FMTQIK
2005-08-11,6353.71,6353.71,6353.71,6353.71,TWSE FMTQIK
2005-08-12,6350.9,6350.9,6350.9,6350.9,TWSE FMTQIK
2005-08-15,6245.13,6245.13,6245.13,6245.13,TWSE FMTQIK
2005-08-16,6242.4,6242.4,6242.4,6242.4,TWSE FMTQIK
2005-08-17,6241.92,6241.92,6241.92,6241.92,TWSE FMTQIK
2005-08-18,6205.09,6205.09,6205.09,6205.09,TWSE FMTQIK
2005-08-19,6158.94,6158.94,6158.94,6158.94,TWSE FMTQIK
2005-08-22,6206.65,6206.65,6206.65,6206.65,TWSE FMTQIK
2005-08-23,6195.18,6195.18,6195.18,6195.18,TWSE FMTQIK
2005-08-24,6127.24,6127.24,6127.24,6127.24,TWSE FMTQIK
2005-08-25,6109.66,6109.66,6109.66,6109.66,TWSE FMTQIK
2005-08-26,6136.55,6136.55,6136.55,6136.55,TWSE FMTQIK
2005-08-29,6049.44,6049.44,6049.44,6049.44,TWSE FMTQIK
2005-08-30,6032.12,6032.12,6032.12,6032.12,TWSE FMTQIK
2005-08-31,6033.47,6033.47,6033.47,6033.47,TWSE FMTQIK
2005-09-02,6116.05,6116.05,6116.05,6116.05,TWSE FMTQIK
2005-09-05,6098.78,6098.78,6098.78,6098.78,TWSE FMTQIK
2005-09-06,6140.14,6140.14,6140.14,6140.14,TWSE FMTQIK
2005-09-07,6141.14,6141.14,6141.14,6141.14,TWSE FMTQIK
2005-09-08,6149.88,6149.88,6149.88,6149.88,TWSE FMTQIK
2005-09-09,6119.06,6119.06,6119.06,6119.06,TWSE FMTQIK
2005-09-12,6164.98,6164.98,6164.98,6164.98,TWSE FMTQIK
2005-09-13,6169.08,6169.08,6169.08,6169.08,TWSE FMTQIK
2005-09-14,6148.7,6148.7,6148.7,6148.7,TWSE FMTQIK
2005-09-15,6082.56,6082.56,6082.56,6082.56,TWSE FMTQIK
2005-09-16,6031.24,6031.24,6031.24,6031.24,TWSE FMTQIK
2005-09-19,6035.59,6035.59,6035.59,6035.59,TWSE FMTQIK
2005-09-20,6105.35,6105.35,6105.35,6105.35,TWSE FMTQIK
2005-09-21,6067.34,6067.34,6067.34,6067.34,TWSE FMTQIK
2005-09-22,5972.06,5972.06,5972.06,5972.06,TWSE FMTQIK
2005-09-23,5925.54,5925.54,5925.54,5925.54,TWSE FMTQIK
2005-09-26,5930.2,5930.2,5930.2,5930.2,TWSE FMTQIK
2005-09-27,5945.05,5945.05,5945.05,5945.05,TWSE FMTQIK
2005-09-28,5931.38,5931.38,5931.38,5931.38,TWSE FMTQIK
2005-09-29,6009.99,6009.99,6009.99,6009.99,TWSE FMTQIK
2005-09-30,6118.61,6118.61,6118.61,6118.61,TWSE FMTQIK
2005-10-03,6123.92,6123.92,6123.92,6123.92,TWSE FMTQIK
2005-10-04,6142.12,6142.12,6142.12,6142.12,TWSE FMTQIK
2005-10-05,6135.01,6135.01,6135.01,6135.01,TWSE FMTQIK
2005-10-06,6095.81,6095.81,6095.81,6095.81,TWSE FMTQIK
2005-10-07,6081.84,6081.84,6081.84,6081.84,TWSE FMTQIK
2005-10-11,6066.59,6066.59,6066.59,6066.59,TWSE FMTQIK
2005-10-12,5987.4,5987.4,5987.4,5987.4,TWSE FMTQIK
2005-10-13,5960.11,5960.11,5960.11,5960.11,TWSE FMTQIK
2005-10-14,5969.07,5969.07,5969.07,5969.07,TWSE FMTQIK
2005-10-17,5826.27,5826.27,5826.27,5826.27,TWSE FMTQIK
2005-10-18,5830.79,5830.79,5830.79,5830.79,TWSE FMTQIK
2005-10-19,5694.16,5694.16,5694.16,5694.16,TWSE FMTQIK
2005-10-20,5748.0,5748.0,5748.0,5748.0,TWSE FMTQIK
2005-10-21,5738.76,5738.76,5738.76,5738.76,TWSE FMTQIK
2005-10-24,5717.28,5717.28,5717.28,5717.28,TWSE FMTQIK
2005-10-25,5721.31,5721.31,5721.31,5721.31,TWSE FMTQIK
2005-10-26,5700.72,5700.72,5700.72,5700.72,TWSE FMTQIK
2005-10-27,5661.18,5661.18,5661.18,5661.18,TWSE FMTQIK
2005-10-28,5632.97,5632.97,5632.97,5632.97,TWSE FMTQIK
2005-10-31,5764.3,5764.3,5764.3,5764.3,TWSE FMTQIK
2005-11-01,5798.41,5798.41,5798.41,5798.41,TWSE FMTQIK
2005-11-02,5870.37,5870.37,5870.37,5870.37,TWSE FMTQIK
2005-11-03,5858.01,5858.01,5858.01,5858.01,TWSE FMTQIK
2005-11-04,5911.74,5911.74,5911.74,5911.74,TWSE FMTQIK
2005-11-07,5860.39,5860.39,5860.39,5860.39,TWSE FMTQIK
2005-11-08,5849.63,5849.63,5849.63,5849.63,TWSE FMTQIK
2005-11-09,5971.06,5971.06,5971.06,5971.06,TWSE FMTQIK
2005-11-10,5988.37,5988.37,5988.37,5988.37,TWSE FMTQIK
2005-11-11,6075.26,6075.26,6075.26,6075.26,TWSE FMTQIK
2005-11-14,6083.62,6083.62,6083.62,6083.62,TWSE FMTQIK
2005-11-15,6030.74,6030.74,6030.74,6030.74,TWSE FMTQIK
2005-11-16,6046.2,6046.2,6046.2,6046.2,TWSE FMTQIK
2005-11-17,6020.94,6020.94,6020.94,6020.94,TWSE FMTQIK
2005-11-18,6106.74,6106.74,6106.74,6106.74,TWSE FMTQIK
2005-11-21,6103.42,6103.42,6103.42,6103.42,TWSE FMTQIK
2005-11-22,6059.19,6059.19,6059.19,6059.19,TWSE FMTQIK
2005-11-23,6123.52,6123.52,6123.52,6123.52,TWSE FMTQIK
2005-11-24,6111.89,6111.89,6111.89,6111.89,TWSE FMTQIK
2005-11-25,6128.2,6128.2,6128.2,6128.2,TWSE FMTQIK
2005-11-28,6203.84,6203.84,6203.84,6203.84,TWSE FMTQIK
2005-11-29,6139.51,6139.51,6139.51,6139.51,TWSE FMTQIK
2005-11-30,6203.47,6203.47,6203.47,6203.47,TWSE FMTQIK
2005-12-01,6179.82,6179.82,6179.82,6179.82,TWSE FMTQIK
2005-12-02,6228.95,6228.95,6228.95,6228.95,TWSE FMTQIK
2005-12-05,6348.31,6348.31,6348.31,6348.31,TWSE FMTQIK
2005-12-06,6350.52,6350.52,6350.52,6350.52,TWSE FMTQIK
2005-12-07,6329.52,6329.52,6329.52,6329.52,TWSE FMTQIK
2005-12-08,6249.19,6249.19,6249.19,6249.19,TWSE FMTQIK
2005-12-09,6264.36,6264.36,6264.36,6264.36,TWSE FMTQIK
2005-12-12,6266.29,6266.29,6266.29,6266.29,TWSE FMTQIK
2005-12-13,6261.18,6261.18,6261.18,6261.18,TWSE FMTQIK
2005-12-14,6235.35,6235.35,6235.35,6235.35,TWSE FMTQIK
2005-12-15,6258.47,6258.47,6258.47,6258.47,TWSE FMTQIK
2005-12-16,6350.69,6350.69,6350.69,6350.69,TWSE FMTQIK
2005-12-19,6431.42,6431.42,6431.42,6431.42,TWSE FMTQIK
2005-12-20,6427.84,6427.84,6427.84,6427.84,TWSE FMTQIK
2005-12-21,6471.89,6471.89,6471.89,6471.89,TWSE FMTQIK
2005-12-22,6417.2,6417.2,6417.2,6417.2,TWSE FMTQIK
2005-12-23,6512.63,6512.63,6512.63,6512.63,TWSE FMTQIK
2005-12-26,6534.77,6534.77,6534.77,6534.77,TWSE FMTQIK
2005-12-27,6531.59,6531.59,6531.59,6531.59,TWSE FMTQIK
2005-12-28,6524.4,6524.4,6524.4,6524.4,TWSE FMTQIK
2005-12-29,6575.53,6575.53,6575.53,6575.53,TWSE FMTQIK
2005-12-30,6548.34,6548.34,6548.34,6548.34,TWSE FMTQIK
2006-01-02,6462.06,6462.06,6462.06,6462.06,TWSE FMTQIK
2006-01-03,6591.77,6591.77,6591.77,6591.77,TWSE FMTQIK
2006-01-04,6616.44,6616.44,6616.44,6616.44,TWSE FMTQIK
2006-01-05,6709.87,6709.87,6709.87,6709.87,TWSE FMTQIK
2006-01-06,6694.82,6694.82,6694.82,6694.82,TWSE FMTQIK
2006-01-09,6742.39,6742.39,6742.39,6742.39,TWSE FMTQIK
2006-01-10,6707.4,6707.4,6707.4,6707.4,TWSE FMTQIK
2006-01-11,6735.89,6735.89,6735.89,6735.89,TWSE FMTQIK
2006-01-12,6725.61,6725.61,6725.61,6725.61,TWSE FMTQIK
2006-01-13,6682.35,6682.35,6682.35,6682.35,TWSE FMTQIK
2006-01-16,6724.18,6724.18,6724.18,6724.18,TWSE FMTQIK
2006-01-17,6711.04,6711.04,6711.04,6711.04,TWSE FMTQIK
2006-01-18,6498.92,6498.92,6498.92,6498.92,TWSE FMTQIK
2006-01-19,6512.29,6512.29,6512.29,6512.29,TWSE FMTQIK
2006-01-20,6486.63,6486.63,6486.63,6486.63,TWSE FMTQIK
2006-01-23,6381.97,6381.97,6381.97,6381.97,TWSE FMTQIK
2006-01-24,6451.94,6451.94,6451.94,6451.94,TWSE FMTQIK
2006-01-25,6532.18,6532.18,6532.18,6532.18,TWSE FMTQIK
2006-02-03,6594.6,6594.6,6594.6,6594.6,TWSE FMTQIK
2006-02-06,6719.96,6719.96,6719.96,6719.96,TWSE FMTQIK
2006-02-07,6720.08,6720.08,6720.08,6720.08,TWSE FMTQIK
2006-02-08,6624.11,6624.11,6624.11,6624.11,TWSE FMTQIK
2006-02-09,6630.13,6630.13,6630.13,6630.13,TWSE FMTQIK
2006-02-10,6594.92,6594.92,6594.92,6594.92,TWSE FMTQIK
2006-02-13,6562.29,6562.29,6562.29,6562.29,TWSE FMTQIK
2006-02-14,6612.97,6612.97,6612.97,6612.97,TWSE FMTQIK
2006-02-15,6598.49,6598.49,6598.49,6598.49,TWSE FMTQIK
2006-02-16,6683.93,6683.93,6683.93,6683.93,TWSE FMTQIK
2006-02-17,6673.75,6673.75,6673.75,6673.75,TWSE FMTQIK
2006-02-20,6686.55,6686.55,6686.55,6686.55,TWSE FMTQIK
2006-02-21,6631.51,6631.51,6631.51,6631.51,TWSE FMTQIK
2006-02-22,6530.7,6530.7,6530.7,6530.7,TWSE FMTQIK
2006-02-23,6474.69,6474.69,6474.69,6474.69,TWSE FMTQIK
2006-02-24,6538.22,6538.22,6538.22,6538.22,TWSE FMTQIK
2006-02-27,6561.63,6561.63,6561.63,6561.63,TWSE FMTQIK
2006-03-01,6613.39,6613.39,6613.39,6613.39,TWSE FMTQIK
2006-03-02,6642.96,6642.96,6642.96,6642.96,TWSE FMTQIK
2006-03-03,6553.66,6553.66,6553.66,6553.66,TWSE FMTQIK
2006-03-06,6575.78,6575.78,6575.78,6575.78,TWSE FMTQIK
2006-03-07,6494.15,6494.15,6494.15,6494.15,TWSE FMTQIK
2006-03-08,6459.57,6459.57,6459.57,6459.57,TWSE FMTQIK
2006-03-09,6486.47,6486.47,6486.47,6486.47,TWSE FMTQIK
2006-03-10,6490.68,6490.68,6490.68,6490.68,TWSE FMTQIK
2006-03-13,6544.63,6544.63,6544.63,6544.63,TWSE FMTQIK
2006-03-14,6460.01,6460.01,6460.01,6460.01,TWSE FMTQIK
2006-03-15,6518.7,6518.7,6518.7,6518.7,TWSE FMTQIK
2006-03-16,6504.98,6504.98,6504.98,6504.98,TWSE FMTQIK
2006-03-17,6528.57,6528.57,6528.57,6528.57,TWSE FMTQIK
2006-03-20,6516.52,6516.52,6516.52,6516.52,TWSE FMTQIK
2006-03-21,6458.03,6458.03,6458.03,6458.03,TWSE FMTQIK
2006-03-22,6391.26,6391.26,6391.26,6391.26,TWSE FMTQIK
2006-03-23,6364.6,6364.6,6364.6,6364.6,TWSE FMTQIK
2006-03-24,6376.62,6376.62,6376.62,6376.62,TWSE FMTQIK
2006-03-27,6421.85,6421.85,6421.85,6421.85,TWSE FMTQIK
2006-03-28,6453.85,6453.85,6453.85,6453.85,TWSE FMTQIK
2006-03-29,6498.03,6498.03,6498.03,6498.03,TWSE FMTQIK
2006-03-30,6546.06,6546.06,6546.06,6546.06,TWSE FMTQIK
2006-03-31,6613.97,6613.97,6613.97,6613.97,TWSE FMTQIK
2006-04-03,6660.76,6660.76,6660.76,6660.76,TWSE FMTQIK
2006-04-04,6665.6,6665.6,6665.6,6665.6,TWSE FMTQIK
2006-04-06,6760.82,6760.82,6760.82,6760.82,TWSE FMTQIK
2006-04-07,6781.94,6781.94,6781.94,6781.94,TWSE FMTQIK
2006-04-10,6780.64,6780.64,6780.64,6780.64,TWSE FMTQIK
2006-04-11,6757.17,6757.17,6757.17,6757.17,TWSE FMTQIK
2006-04-12,6808.5,6808.5,6808.5,6808.5,TWSE FMTQIK
2006-04-13,6855.74,6855.74,6855.74,6855.74,TWSE FMTQIK
2006-04-14,6952.54,6952.54,6952.54,6952.54,TWSE FMTQIK
2006-04-17,7000.09,7000.09,7000.09,7000.09,TWSE FMTQIK
2006-04-18,6989.46,6989.46,6989.46,6989.46,TWSE FMTQIK
2006-04-19,7038.78,7038.78,7038.78,7038.78,TWSE FMTQIK
2006-04-20,7102.74,7102.74,7102.74,7102.74,TWSE FMTQIK
2006-04-21,7093.05,7093.05,7093.05,7093.05,TWSE FMTQIK
2006-04-24,7096.04,7096.04,7096.04,7096.04,TWSE FMTQIK
2006-04-25,7059.94,7059.94,7059.94,7059.94,TWSE FMTQIK
2006-04-26,7168.98,7168.98,7168.98,7168.98,TWSE FMTQIK
2006-04-27,7136.21,7136.21,7136.21,7136.21,TWSE FMTQIK
2006-04-28,7171.77,7171.77,7171.77,7171.77,TWSE FMTQIK
2006-05-02,7199.6,7199.6,7199.6,7199.6,TWSE FMTQIK
2006-05-03,7242.37,7242.37,7242.37,7242.37,TWSE FMTQIK
2006-05-04,7345.04,7345.04,7345.04,7345.04,TWSE FMTQIK
2006-05-05,7370.44,7370.44,7370.44,7370.44,TWSE FMTQIK
