timestamp,open,high,low,close,volume
1618099200000,59769.13,60699.0,59544.94,60268.58,7833.533469
1618113600000,60268.58,60328.0,59339.83,59655.49,7509.804918
1618128000000,59655.5,60144.7,59450.0,59721.84,6455.016917
1618142400000,59721.85,59844.0,59232.52,59645.46,6682.289471
1618156800000,59645.45,60190.0,59405.18,59705.53,7050.787283
1618171200000,59705.53,60130.57,59433.29,60002.43,5625.283333
1618185600000,59998.8,60456.29,59586.01,60368.96,6713.022809
1618200000000,60368.95,61300.0,60020.0,60711.01,11533.081244
1618214400000,60711.0,60878.25,59350.59,60241.5,13766.95154
1618228800000,60241.5,60584.28,59610.96,59986.83,11036.988971
1618243200000,59986.82,60223.0,59680.9,60090.41,7061.201309
1618257600000,60090.42,60241.32,59759.05,59860.0,6263.791244
1618272000000,59860.01,61100.0,59805.15,60493.43,11980.169413
1618286400000,60493.43,61415.5,60330.74,61050.99,12164.502692
1618300800000,61050.99,63287.88,61046.45,62942.21,25344.270701
1618315200000,62942.21,63657.86,62500.0,63331.83,14989.358954
1618329600000,63331.83,63777.77,62530.0,62997.02,11918.959594
1618344000000,62997.02,63666.0,62842.99,63575.0,6451.427392
1618358400000,63575.01,63869.99,63063.32,63749.19,9361.667022
1618372800000,63749.19,64854.0,63605.85,64288.8,14251.696362
1618387200000,64288.8,64787.98,63012.84,64511.21,15881.755071
1618401600000,64509.48,64640.58,62345.67,63045.02,17788.978116
1618416000000,63045.03,63764.62,61301.0,62150.04,17414.371114
1618430400000,62150.03,63062.38,61873.51,62959.53,7917.876308
1618444800000,62959.53,63491.45,62333.55,63056.61,8402.314314
1618459200000,63056.62,63460.22,62706.4,62842.56,7327.518793
1618473600000,62842.56,63137.92,62020.0,62361.12,8516.094074
1618488000000,62359.11,63074.05,62347.36,62715.18,8512.839126
1618502400000,62715.17,63573.02,62308.0,63363.29,10091.157891
1618516800000,63363.29,63800.0,62963.78,63159.98,8799.776142
1618531200000,63158.74,63520.61,62684.01,62937.91,13183.808033
1618545600000,62942.41,62961.81,61025.0,61414.83,18777.956363
1618560000000,61414.88,61607.83,60000.0,60853.81,18201.041988
1618574400000,60853.8,61627.0,60250.0,61551.62,20484.587991
1618588800000,61551.62,61877.0,61105.0,61713.43,12729.63676
1618603200000,61713.42,62087.98,61333.0,61334.8,8387.108749
1618617600000,61334.81,62506.05,61114.14,62372.27,10253.686831
1618632000000,62372.27,62464.38,61857.55,62114.99,7769.151346
1618646400000,62114.99,62458.28,60700.55,60886.91,11323.908231
1618660800000,60886.93,61222.0,60094.0,60264.66,13371.078768
1618675200000,60264.65,60785.0,59580.91,60705.02,10217.080882
1618689600000,60705.02,60955.0,59969.98,60006.66,5977.35007
1618704000000,60006.67,60499.0,50931.3,55014.46,28130.890376
1618718400000,55000.01,56527.04,53924.76,56180.34,30550.025362
1618732800000,56184.51,56498.0,53064.66,53308.92,25490.496917
1618747200000,53299.32,55774.23,53200.0,55452.45,18764.392154
1618761600000,55452.45,55967.66,54859.75,55720.66,11851.771742
1618776000000,55720.66,56688.28,55537.48,56150.01,10094.555273
1618790400000,56150.01,57291.0,55690.62,57030.9,10659.382877
1618804800000,57030.9,57485.46,56410.68,57323.35,10568.119421
1618819200000,57323.34,57526.81,56120.03,57107.4,16466.710209
1618833600000,57107.41,57142.2,54221.58,54585.22,20940.525462
1618848000000,54581.82,56100.0,54351.67,55930.94,12023.52046
1618862400000,55930.94,56600.0,55517.45,55633.14,7570.783838
1618876800000,55633.14,55792.15,54237.04,54764.12,9222.585057
1618891200000,54764.13,55486.31,53329.96,54410.57,12643.07666
1618905600000,54410.57,56419.13,54230.38,56266.83,13231.942552
1618920000000,56266.83,56455.93,54649.58,55323.19,13586.019099
1618934400000,55323.18,56782.0,55099.63,56572.44,13480.196249
1618948800000,56572.44,57076.24,56090.0,56425.0,10580.662534
1618963200000,56425.0,56757.91,55170.61,55204.6,10701.908135
1618977600000,55204.6,55822.77,54968.69,55304.04,8687.949585
1618992000000,55304.04,55750.0,54276.85,54563.37,11444.900521
1619006400000,54563.36,56346.7,54300.0,56153.75,13237.465642
